station_complex_id,model,n_train,n_test,n_features,Train RMSE,Train R^2,Train MAE,Train MAPE,Test RMSE,Test R^2,Test MAE,Test MAPE
301,LightGBM,25797,8253,82,27.865728375245943,0.982645317244117,18.682087599386534,47.22248567103273,51.61243903275379,0.9467774269019344,31.8362655431687,78.46963005491851
154,LightGBM,25797,8253,82,20.574999344908147,0.9794331274247334,13.705493309840094,27.644754315425203,35.2615818417378,0.946486203722064,22.10756434020897,28.369910973002643
456,LightGBM,25797,8253,82,44.75268217045867,0.9894055266523832,27.90585653829905,33.24180589251913,100.65197970017464,0.9462378319437936,59.08674397059,74.58053704261933
306,LightGBM,25797,8253,82,27.774233274920363,0.9777362335537028,18.592109667921928,24.77306509970201,47.82822637786349,0.9461468774763326,30.04960328990284,23.09957197258633
476,LightGBM,25797,8253,82,61.366231258742175,0.9894486070009764,37.73361711936712,21.373151164212956,165.77830780002571,0.9460626730759394,80.08960222775346,40.76925176669855
625,LightGBM,25797,8253,97,68.81870001126447,0.9833031618404054,48.29804904412536,11.7084102570016,142.074216798095,0.9458159531991144,92.84904812205794,16.073049824663553
318,LightGBM,25797,8253,87,200.3752822108619,0.9809926569526104,129.6125384617192,21.75589396271375,381.3580867451385,0.9457257250468292,232.2690758039592,21.80191798323103
193,LightGBM,25797,8253,82,6.888981287641382,0.9836968234073096,4.568765292082902,37.00715269122499,12.512797664175883,0.9457089645055826,7.33476348683651,57.4823736190485
162,LightGBM,25797,8253,87,63.64414779325813,0.9777985852113116,44.6760716512283,29.81605315034973,113.30602258050226,0.9456740578383004,78.00172171026149,20.56309007415102
215,LightGBM,25797,8253,82,18.733202427323437,0.9882022544622522,11.759320623346188,41.81326161147818,50.69351141390429,0.9456176360558434,27.160130694672294,20.077741735163027
616,LightGBM,25797,8253,102,106.30875431419634,0.9915374585402568,71.10774790395962,7.538147772275463,285.01986555695646,0.9455328933836762,153.5522495077188,11.41560898740153
266,LightGBM,25797,8253,82,26.69191430691401,0.9930785177377154,16.900110393490056,18.900549787107085,88.24319918136393,0.9453905305574436,45.739072409439,22.44550849815537
236,LightGBM,25797,8253,87,32.54713174017012,0.9843088249863994,21.76177423888749,31.590512356063293,70.4013235860438,0.9452396003652248,42.13531004984468,96.2009483803278
192,LightGBM,25797,8253,87,19.48571062523797,0.9879804001082456,13.064612013517834,25.923573466495625,42.410422379535866,0.9450242235018615,25.35317161437029,23.90072730140225
240,LightGBM,25797,8253,82,40.1051634983429,0.9816002234874311,24.016949749538448,35.15815420169879,78.18092772596665,0.9449666956475028,41.41221242806,34.630534291271296
119,LightGBM,25797,8253,82,72.21071907869546,0.9804135000171518,47.49282722744211,51.59288646604272,144.47835639465947,0.9446638135308916,91.33230050080093,36.62577848385757
